Question_Title,Question_ID,Author_Name,Author_ID,Author_Rep,Question_Post_Time,Question_Score,Number_Of_Views,Number_Of_Answers,Number_Of_Comments,"Edited,","Answer_Accepted,",Tags,Question_Closed
Any way to forward an auth session from OAuth system to another system (with API key)?,440959,CAJE,420251,1,2022-09-09 15:58:45,0,137,1,2,False,True,"['authentication', 'docker', 'oauth']",False
Service Bus Handlers Direct Access to DB vs Api,440949,Yorro,83102,151,2022-09-09 09:04:40,0,44,0,0,True,False,"['microservices', 'message-queue', '.net-core', 'service-bus']",False
Is it okay for an Interface Adapter / Repository / Gateway to use Entities in its implementation,440948,Bawenang Rukmoko Pardian Putra,355943,211,2022-09-09 08:04:20,0,408,2,4,True,True,"['clean-architecture', 'entity', 'swift-language']",False
Best practice for git repo locations,440933,confused_nomad,420198,19,2022-09-08 14:27:47,-1,243,1,0,False,True,"['git', 'server', 'repository']",False
Any established convention on symbols to use as multi-level separators? [closed],440932,hb20007,157676,109,2022-09-08 14:16:51,-1,130,2,1,True,True,['coding-style'],True
Microservice replica sync,440920,djflex68,420178,51,2022-09-08 09:20:39,4,163,2,6,False,True,"['architecture', 'domain-driven-design', 'microservices']",False
Abstracting calls to common library methods in C#,440917,Der_Reparator,420177,41,2022-09-08 08:36:34,3,182,2,3,True,True,"['c#', 'unit-testing', 'dependency-injection', 'inversion-of-control']",False
Defining SLI / SLO for ETL and Reporting Application,440914,Ravi Parekh,420165,31,2022-09-08 04:02:40,2,71,1,4,False,False,"['google', 'devops', 'monitoring', 'system-reliability']",False
"REST API design for resource that is ""uploaded"" via Presigned URL",440910,obaqueiro,180978,157,2022-09-07 21:15:27,0,91,1,1,False,False,"['rest', 'api', 'api-design']",False
How to separate UI and business logic when they are intertwined by design,440905,user2195738,397914,43,2022-09-07 18:26:35,0,272,2,0,False,True,"['architecture', 'user-interface', 'layers', 'separation-of-concerns', 'angular']",False
Declarative name for function with multi-purpose-loop from broken-up monolithic function [closed],440897,Incubbus,346681,97,2022-09-07 10:19:21,-3,83,1,10,False,True,"['naming', 'loops']",True
Model Driven Engineering vs. User Centered Design,440891,Liandri,420112,23,2022-09-07 00:16:39,-1,77,1,7,False,True,"['domain-model', 'user-interface', 'user-experience']",False
Best practices: Clarity vs. confidence in code behavior,440887,Matthew Souther,419355,477,2022-09-06 21:18:03,36,8000,11,4,False,False,['coding-style'],False
Coffee machine strategy pattern implementation,440886,Gullit,420108,13,2022-09-06 20:56:13,0,202,2,0,False,True,"['design-patterns', 'object-oriented', 'object-oriented-design', 'strategy', 'strategy-pattern']",False
Git-flow: How to create a hotfix release when there are future releases?,440863,buhtz,198281,139,2022-09-06 12:18:35,0,481,2,2,False,True,"['git', 'gitflow']",False
What alternatives exist to providing clients estimates for a software agency? [closed],440858,tsvallender,420080,207,2022-09-06 11:08:08,9,2000,6,2,False,False,['project-management'],True
Managing a project with an unfamilar programming language,440856,Gergely,125930,131,2022-09-06 10:38:46,-3,201,1,17,True,False,"['programming-languages', 'project-management']",False
Where to create repository instances?,440854,Mr. B.,166774,143,2022-09-06 09:54:08,0,129,1,2,True,False,"['design', 'design-patterns', 'architecture', 'python', 'clean-code']",False
Should an optional boolean function argument rather default to true or false?,440851,DaveFar,29043,1386,2022-09-06 07:32:26,5,785,5,4,False,True,"['coding-style', 'coding-standards', 'conventions', 'default-values']",False
Middleware with parameters and dependencies,440847,r32,420057,3,2022-09-06 02:54:31,0,66,1,10,True,True,"['design-patterns', 'middleware']",False
"Inheritance/Composition VS ""Direct Injection Construction""",440845,Robin Kreuzer,347781,153,2022-09-06 00:29:43,1,227,2,0,False,False,"['object-oriented', 'dependency-injection', 'inheritance', 'composition', 'construction']",False
Is it okay for a POST response to return resources other than those in the request?,440839,Don Draper,339572,135,2022-09-05 16:09:50,1,98,2,1,True,False,"['design', 'rest', 'api', 'api-design']",False
Is API exactly the same as header file?,440818,Noob_Guy,397757,149,2022-09-04 07:46:40,0,315,4,6,True,False,"['c', 'api', 'libraries']",False
How do non-RAII languages free resources during stack unwinding?,440816,Vorac,54268,6985,2022-09-04 06:55:15,20,4000,4,0,True,True,"['java', 'python', 'exceptions']",False
"Is it preferable to embed "".qm"" translation files with Qt Resource System or bundling it with PyInstaller?",440813,Giovanni L,343604,1,2022-09-03 22:09:37,0,61,0,0,False,False,"['python', 'qt']",False
How do I choose a versioning scheme when Semantic Versioning (SemVer) isn't appropriate?,440811,David Cary,631,1352,2022-09-03 19:22:24,7,931,2,3,True,False,"['versioning', 'semantic-versioning']",False
the actual notion of an integration and end to end testing,440807,mleko,419962,47,2022-09-03 16:38:18,3,153,2,1,False,False,"['testing', 'integration-testing']",False
Git flow for multiservice monorepo,440798,linethepanic,419943,39,2022-09-02 17:58:01,3,265,2,2,True,False,"['git', 'release-management', 'gitflow']",False
Is it possible to instantiate a template class at runtime?,440796,Xie Qing,419888,9,2022-09-02 16:24:58,0,470,3,1,True,False,"['c++', 'class', 'templates', 'runtime']",False
How to design an ever evolving entity while offering backward compatibility,440791,Der,419935,109,2022-09-02 14:20:52,0,71,1,1,False,False,['architecture'],False
Long polling and resource use,440789,Magnus,120703,405,2022-09-02 13:40:42,0,35,0,2,False,False,"['php', 'networking', 'client-server', 'polling', 'push']",False
"When mocking a class in a unit test, how should I handle dependency classes that have multiple similar get methods?",440787,krazune,419929,41,2022-09-02 13:09:48,4,383,5,1,True,False,"['unit-testing', 'testing', 'mocking']",False
Can you have too much unit test coverage?,440778,OutstandingBill,243626,282,2022-09-02 04:10:42,8,812,10,1,True,False,['unit-testing'],False
"To maintain SOLID, should data preparation, conversion, and pre-computation for purposes of saving an object, be separate from data persistence layer?",440772,Dennis,119333,8079,2022-09-01 18:25:48,2,151,2,0,True,True,"['object-oriented', 'php', 'solid', 'layers', 'separation-of-concerns']",False
Java Library - How to do Pure Dependency Injection When State is a Factor?,440757,EspressoCoder,419839,51,2022-08-31 20:38:46,1,232,3,3,True,True,"['java', 'design-patterns', 'object-oriented-design', 'dependency-injection', 'state']",False
Optimizing a string to enum converter [closed],440750,HFOrangefish,419774,151,2022-08-31 14:36:15,0,393,3,5,True,True,"['c++', 'clean-code', 'optimization', 'enum']",True
What is the best way to design endpoints for a restful application?,440749,RoyalGoose,409597,125,2022-08-31 13:40:27,0,61,0,6,True,False,"['rest', 'api-design', 'backend']",False
"Data backup/slave node with replicated data, to be writeable while master is offline",440739,TomCrow,419817,11,2022-08-31 07:56:14,0,71,1,2,False,True,"['database', 'web-applications', 'synchronization', 'data-replication', 'mariadb']",False
How can I efficiently diff a CSV file against a database?,440736,Isvara,54726,610,2022-08-31 04:11:03,14,6000,5,1,False,True,"['caching', 'distributed-system', 'postgres']",False
How to store multiple-users authorization tokens from a single service if I can't use a persistent storage?,440735,Guillermo Leon Rodriguez,419813,1,2022-08-31 02:51:59,0,73,0,5,True,False,"['design', 'python', 'web-applications', 'django']",False
microservice separate data server auth server an website,440719,Sherif Awad,419777,1,2022-08-30 09:38:26,0,44,0,3,True,False,"['microservices', 'authentication', 'separation-of-concerns']",False
Alternatives to if-else on data reading,440718,HFOrangefish,419774,151,2022-08-30 09:24:52,3,2000,5,2,False,True,"['c++', 'coding-style', 'clean-code']",False
What is the lib/ or library/ directory for? [closed],440716,david_adler,343361,91,2022-08-30 09:02:04,-5,84,1,10,True,False,"['ios', 'ruby-on-rails', 'directory-structure']",True
Why session should be a param when you write a query function?,440709,Tlaloc-ES,327557,387,2022-08-29 21:27:03,0,160,2,0,False,True,"['database', 'libraries', 'patterns-and-practices', 'functions']",False
Design pattern for feature toggling,440708,Serberuss,94236,129,2022-08-29 20:39:25,0,243,3,3,False,False,"['design', 'c#', 'design-patterns', 'api']",False
Branch management when you cannot merge due to holidays,440699,Eike Schulte,27107,127,2022-08-29 07:57:11,0,190,1,2,False,True,"['git', 'gitlab']",False
What to name a POST endpoint that behaves like GET?,440688,Chris,419258,53,2022-08-28 23:42:24,4,447,3,0,True,True,"['rest', 'naming']",False
Is there a standard for describing information about Java Beans (Bean Introspections),440678,Chris,89164,207,2022-08-28 08:24:02,0,71,0,0,False,False,"['java', 'standards', 'industry-standard']",False
am I understanding MVVM correctly? [duplicate],440667,Saketh,419673,9,2022-08-27 10:27:26,0,86,1,1,False,False,"['design-patterns', 'android', 'mvvm', 'android-development']",False
How would I use TDD / BDD when my webapp interacts with an external REST API?,440663,Lagerbaer,161522,516,2022-08-27 03:43:15,2,154,2,3,True,True,"['rest', 'web-applications', 'tdd', 'bdd']",False
Correct IHttpClientFactory implementation with dependency injection?,440657,chrisxfire,418147,121,2022-08-26 16:43:50,1,479,1,2,False,True,"['c#', '.net', 'dependency-injection']",False
API Routes: Get App by User or Get User's App,440656,RoLYroLLs,287452,129,2022-08-26 15:51:57,1,74,1,0,True,True,"['api-design', 'asp.net-mvc-web-api']",False
"How do I handle malformed compressed input data, which crashes external library?",440646,MPIchael,365797,219,2022-08-26 09:32:20,8,792,4,4,True,True,['third-party-libraries'],False
Restricting access to resources by source and destination IP,440641,jake_berenson,419629,1,2022-08-26 08:26:06,0,39,0,0,False,False,"['design', 'networking', 'system']",False
Is It Considered Good Practice to Use Dependency Injection with Strategies from a NuGet Package?,440637,Treker,419624,161,2022-08-26 05:03:50,1,515,3,1,True,True,"['c#', 'dependency-injection', 'asp.net-core', 'nuget', 'strategy-pattern']",False
Coding style for a micro-service across organisation [closed],440629,Rishikesh Dhokare,293554,113,2022-08-25 20:53:20,-3,89,2,6,False,False,"['architecture', 'microservices', 'architectural-patterns', 'clean-architecture', 'hexagonal-architecture']",True
Approaches to 'promoting' release candidates in Java projects,440626,daniel purdew,396817,13,2022-08-25 19:45:33,0,81,1,3,True,True,"['java', 'publications']",False
Rapid rate of merging new code with minimal testing [closed],440625,rubunu,418322,7,2022-08-25 19:32:05,-1,72,2,4,False,False,"['git', 'bug', 'merging']",True
Does Jenkins essentially function like a package manager for your software product?,440619,Noob_Guy,397757,149,2022-08-25 12:42:06,-4,98,2,1,False,True,"['continuous-integration', 'packages', 'continuous-delivery', 'automation', 'jenkins']",False
How does a JIT compiler actually emit and then call the emitted native code?,440610,AIWalker,380934,1277,2022-08-25 05:42:30,5,376,3,0,False,True,"['compiler', 'assembly', 'interpreters', 'jit']",False
"High level abstraction of file scanning service in domain driven design, and the implementations",440605,Patrick Christie,418672,77,2022-08-24 22:52:24,3,80,1,10,False,False,"['domain-driven-design', 'clean-architecture', 'backend']",False
Spring Boot - How to return mocked data based on spring profile,440604,dbnex14,236377,119,2022-08-24 22:47:34,0,165,1,7,False,True,"['spring', 'spring-boot']",False
SQL databases - what will happen if dozen of users edit the same record at the same time?,440595,stubborn,362441,63,2022-08-24 14:53:55,0,138,1,4,False,False,"['database', 'concurrency']",False
What is the significance of reaching major version 1.0.0?,440591,spinners,245057,555,2022-08-24 12:45:30,42,9000,5,0,False,True,['versioning'],False
Composite ID in hierarchical REST API,440588,Robus,24288,157,2022-08-24 11:04:22,4,421,4,2,False,False,"['rest', 'api-design']",False
Best practice for knowing the link between binaries (*.exe and *.dll) and their source code?,440586,Dominique,250257,1699,2022-08-24 10:31:26,-1,218,4,2,False,True,"['git', 'visual-studio', 'release-management', 'configuration-management']",False
Should you pass an instance of service to a model class?,440585,aarnaut,297673,249,2022-08-24 10:05:59,2,127,2,17,True,False,"['design', 'object-oriented', 'model']",False
Why should I map external IDs to internal IDs in my API?,440579,David Klempfner,109967,299,2022-08-23 23:16:17,5,563,1,2,True,True,['api-design'],False
development environment for C++ GUI applications,440568,tom,364273,129,2022-08-23 15:23:02,-1,96,1,4,False,True,"['development-process', 'gui', 'third-party-libraries', 'cmake']",False
how to leverage overloading while keeping business logic out of models,440555,dbrewster,419467,139,2022-08-22 17:28:27,2,187,3,10,True,True,"['java', 'object-oriented', 'polymorphism', 'separation-of-concerns']",False
User's comment field on a row in relational databases,440541,jiwopene,344406,191,2022-08-21 16:27:32,2,180,3,0,False,False,"['database-design', 'relational-database', 'null']",False
Is MVC a sensible design choice for a CLI application?,440527,Yoh,419134,51,2022-08-20 22:10:16,0,280,2,1,True,False,"['design', 'java', 'architecture', 'mvc', 'command-line']",False
"DDD, Isn't `User` the aggregate root most of the time?",440521,Ced,196981,276,2022-08-20 11:41:08,0,602,2,6,True,True,['domain-driven-design'],False
How to optimize average rating calculation in a review system?,440519,Sadman Muhib Samyo,419381,117,2022-08-20 09:41:56,0,213,1,0,True,False,"['optimization', 'message-queue', 'async', 'review']",False
"Waiting until end of project to remove commented out code, remove unused code, and resolve compiler warnings",440511,user8297969,343245,233,2022-08-19 16:33:43,3,388,6,0,False,False,"['development-process', 'anti-patterns', 'comments', 'engineering', 'warnings']",False
Using orm events or database triggers,440509,PersianMan,401971,119,2022-08-19 16:20:05,0,138,3,3,True,True,"['database', 'orm']",False
Mocking / stubbing C# record types in a unit test,440505,void.pointer,31950,4943,2022-08-19 12:35:07,0,347,1,1,False,False,"['design', 'c#', 'unit-testing']",False
Why isn't a counter used to avoid nested for loops for index based operations?,440493,Yoh,419134,51,2022-08-18 19:52:01,0,497,3,2,True,True,"['algorithms', 'programming-practices', 'performance', 'big-o']",False
Does the Primitive Obsession code smell apply to Python?,440475,Paul Bendevis,419284,241,2022-08-17 20:35:56,13,562,2,1,True,True,"['design', 'python']",False
Chat app database architecture [closed],440474,aroooo,52359,245,2022-08-17 18:59:12,-1,271,1,1,False,True,"['database', 'messaging', 'chat']",True
Is it bad code design to use an out of scope static variable?,440471,Aiko,419279,121,2022-08-17 18:15:33,1,256,2,2,False,True,['c++'],False
Is global state really always bad?,440470,Angelica,419280,79,2022-08-17 17:57:49,7,460,5,1,True,False,['state'],False
Should a class be an attribute for another class if all I need is the data from it?,440464,Ryan Folks,419265,13,2022-08-17 13:21:37,0,101,1,1,True,True,"['design', 'coding-style', 'class-design']",False
Pattern For A Load Behavior That Can Act On Any Class,440463,Stevenfowler16,208773,101,2022-08-17 13:09:53,0,39,0,0,True,False,"['design-patterns', 'object-oriented-design']",False
"Using the word ""loop"" as a subject in a sentence [closed]",440460,AlwaysLearning,216771,523,2022-08-17 09:54:51,2,136,2,3,True,True,"['communication', 'loops']",True
Identity Bounded Context for a small eCommerce System,440455,user8189,243601,1,2022-08-17 05:54:32,-1,233,1,5,True,False,['domain-driven-design'],False
Handling In-App Credits better approach,440447,Vladyslav Zavalykhatko,257824,107,2022-08-16 16:09:33,-1,69,2,6,True,False,"['architecture', 'payment']",False
Aggregating embedded documents in MongoDB,440445,Karol Borkowski,419212,127,2022-08-16 13:01:03,1,76,1,2,False,False,"['database-design', 'mongodb', 'normalization']",False
How to model these entities in DDD?,440444,Roman Mahotskyi,373823,109,2022-08-16 11:14:52,0,74,0,1,False,False,"['domain-driven-design', 'aggregate']",False
Appropriate design pattern for coupled Objects,440443,Uriel,263136,131,2022-08-16 08:24:16,-1,130,2,5,True,False,"['design-patterns', 'architecture', 'architectural-patterns', 'patterns-and-practices']",False
How to add some data to an Enum in Python,440440,La Cartuccia,419177,39,2022-08-15 22:04:17,2,117,1,3,True,True,"['python', 'object-oriented-design', 'python-3.x', 'enum']",False
Does Garbage Collection Scan The Entire Memory?,440430,PoJam,384551,475,2022-08-15 19:16:49,34,9000,7,2,False,True,"['performance', 'memory', 'garbage-collection']",False
How to handle subclasses needing different method signatures for the overriden function?,440408,Yoh,419134,51,2022-08-14 14:20:15,0,189,3,10,True,False,"['design-patterns', 'object-oriented', 'object-oriented-design', 'inheritance']",False
DDD - Modelling a system of groups and users,440405,Astronought,419132,13,2022-08-14 13:08:34,1,231,1,0,False,True,"['c#', 'domain-driven-design', '.net', 'aggregate']",False
What is the best way to desgin my api workflow?,440403,ferrocene,409362,17,2022-08-14 07:39:44,0,60,0,3,False,False,"['design', 'microservices', 'software', 'distributed-system', 'engineering']",False
How to decide between different implementations for the same functionality in python,440402,Darkspore,419124,1,2022-08-14 07:16:27,0,32,0,2,False,False,['python'],False
Designing a follow relationship in a Instagram-like application using DDD,440396,brucewayne,419114,1,2022-08-13 20:01:12,0,166,0,0,True,False,"['domain-driven-design', 'cqrs', 'typescript', 'twitter']",False
How to prevent in house frameworks and libraries from becoming technical debt,440391,krezno,403791,77,2022-08-13 17:11:06,4,627,5,0,False,True,"['design', 'libraries', 'teamwork', 'frameworks', 'project-structure']",False
How to scale transactional outbox pattern with document database?,440390,gasabr,262158,31,2022-08-13 12:06:53,1,502,1,1,False,False,"['domain-driven-design', 'microservices', 'cqrs', 'mongodb', 'document-databases']",False
Storing SQL for table creation,440386,Pierre-Alexandre,385259,137,2022-08-13 08:13:37,1,37,0,3,True,False,"['database', 'web-development', 'sql']",False
Object Oriented Programming - what is the best way to add new parameters?,440375,ThePunisher,307129,138,2022-08-12 14:56:28,2,248,3,2,False,True,"['object-oriented', 'inheritance', 'abstract-class', 'liskov-substitution', 'virtual-functions']",False
"@Getter, @Setter vs @Data in lombok? [closed]",440363,Brooklynn99,353454,181,2022-08-11 19:36:51,-1,2000,1,0,True,True,"['java', 'programming-practices']",True
JPA/Hibernate/Spring - What if M side of @OneToMany is not relevant for business logic?,440362,dbnex14,236377,119,2022-08-11 18:41:48,0,251,1,4,True,True,"['hibernate', 'spring-boot', 'jpa']",False
How can I ensure same code formatting across IDE?,440352,Abdeali Chandanwala,192328,115,2022-08-11 11:03:33,-1,293,4,0,False,False,['code-formatting'],False
What Semantic Version increment to use for a filename change?,440346,Lawrence,281704,309,2022-08-11 03:39:15,18,4000,5,1,True,True,"['versioning', 'configuration', 'semantic-versioning']",False
Static types and dependencies in trunk-based development,440337,Ivan Kleshnin,418996,139,2022-08-10 10:54:31,2,197,3,6,False,True,"['git', 'development-process', 'versioning', 'branching', 'typescript']",False
The notion of configurable strategies,440330,Dev-iL,146757,233,2022-08-10 07:12:22,2,132,1,3,True,True,"['design-patterns', 'python', 'object-oriented-design', 'configuration', 'strategy-pattern']",False
Writing tests for API that results depends on table with millions of rows,440324,Bruno Mello,418973,127,2022-08-09 22:42:00,0,137,2,4,False,True,"['unit-testing', 'testing']",False
react native responsive styling for web and desktop,440320,Mointy,389855,119,2022-08-09 17:36:48,0,49,0,1,False,False,"['web', 'react', 'react-native']",False
"Doubt about DDD, entity core and backing field",440314,Álvaro García,412921,287,2022-08-09 10:15:52,0,544,1,0,False,True,"['domain-driven-design', 'entity-framework']",False
"REST API vs upserts and ""updeletes""",440310,Don Draper,339572,135,2022-08-09 07:17:56,0,122,2,10,False,False,"['rest', 'database-design', 'api', 'api-design']",False
Separating Typeorm Entities from Domain Entities [duplicate],440304,Maak,378076,67,2022-08-08 16:12:07,1,44,0,7,False,False,"['architecture', 'domain-driven-design', 'domain-model', 'orm', 'typescript']",False
How to define the data model in an event-based infrastructure,440303,Dzeri96,418906,29,2022-08-08 16:01:36,2,75,0,4,False,False,"['microservices', 'data-types', 'event']",False
Is the combination of Image Classification and numerical data useful and possible with ML.Net?,440299,Leonard P.,418890,1,2022-08-08 13:48:18,0,47,0,0,False,False,"['c#', 'machine-learning', 'neural-networks', 'features']",False
Error or not error?,440293,Anatoly,161072,258,2022-08-08 08:23:13,4,1000,3,2,False,True,"['http', 'error-handling', 'http-response']",False
Android clean architecture - RemoteMediator with multiple api dependencies and data sources,440290,Dionis Beqiraj,418875,101,2022-08-08 07:20:32,0,132,0,2,False,False,"['android', 'mvvm', 'clean-architecture', 'repository-pattern', 'android-development']",False
Personal AES keys storage idea not working reason,440287,desmond ng,418873,3,2022-08-08 06:06:53,0,60,2,17,True,True,['security'],False
"What difference is there, if any, between a KPI and an SLI? [closed]",440277,Joe C,251968,105,2022-08-07 16:37:08,-3,381,1,2,True,True,['language-agnostic'],True
Is DDD needed in full stack development?,440274,Desperado,412881,111,2022-08-07 15:04:37,-3,203,1,4,False,False,['domain-driven-design'],False
Fighting the half-life of code,440273,user7088941,302625,569,2022-08-07 14:55:09,7,816,7,10,True,True,"['source-code', 'runtime', 'future-proof']",False
Best way to name derived classes when extending its functionality [closed],440262,user16405900,402799,19,2022-08-07 07:47:05,0,125,1,0,False,True,"['c#', 'object-oriented', 'naming', 'solid', 'naming-standards']",True
How much time should you spend planning a commit before writing code?,440257,Tom Huntington,366664,401,2022-08-06 23:28:58,24,9000,13,1,True,True,"['programming-practices', 'productivity', 'planning', 'time', 'solo-development']",False
Difference between Resolvers and Controllers?,440254,twominds,412381,129,2022-08-06 18:44:33,1,256,1,6,True,True,"['javascript', 'node.js', 'mongodb', 'graphql', 'express.js']",False
Do Lambdas(AWS) stop making sense after a certain number of functions?,440252,AKT,418802,149,2022-08-06 07:11:47,4,452,4,0,True,False,"['aws', 'serverless']",False
Granularity of API Gateways to Service Balancers,440250,hotmeatballsoup,309754,61,2022-08-06 02:34:24,2,106,1,0,False,True,"['architecture', 'microservices', 'load-balancing']",False
Multi type HTML dropdown conversion to the corresponding C# object type,440246,Scuzzlebutt,174105,121,2022-08-05 16:44:27,1,83,3,3,True,True,"['c#', 'object-oriented-design', 'html']",False
"I have several user stories which will be provided by a new application, where do I detail setting up the new application itself? [duplicate]",440245,Mr. Boy,104623,231,2022-08-05 15:28:58,-2,45,1,1,False,False,"['agile', 'scrum', 'task-organization', 'azure-devops']",False
Elegant way to go about navigating between components in React,440244,AlePouroullis,417075,113,2022-08-05 15:23:26,0,25,0,2,True,False,"['design', 'javascript', 'reactjs']",False
Service discovery and load balancers with high-frequency health checks,440242,hotmeatballsoup,309754,61,2022-08-05 14:44:07,4,148,1,1,True,True,"['microservices', 'load-balancing']",False
Modules Design and Communication Between Them,440240,Amdguez,365699,41,2022-08-05 14:10:52,2,179,2,1,False,False,"['design', 'design-patterns', 'domain-driven-design', 'clean-code', 'modules']",False
Should I do dependency inversion on the same layer level,440236,Patrick,411540,123,2022-08-05 10:25:42,-2,148,3,2,False,True,"['java', 'design-patterns', 'domain-driven-design', 'dependency-inversion']",False
Publish-subscribe inside a single application,440229,Josu Goñi,235950,115,2022-08-04 19:51:35,0,80,2,1,True,False,"['design', 'architecture']",False
Business rule or repository implementation rule in Clean Architecture,440228,Rodrigo Maller Martins,418748,19,2022-08-04 19:05:29,1,125,0,1,True,False,"['python', 'domain-driven-design', 'clean-architecture', 'business-logic']",False
Should repositories return self persisting entities?,440226,Ced,196981,276,2022-08-04 17:05:45,3,196,1,0,True,True,"['domain-driven-design', 'repository', 'persistence', 'entity', 'repository-pattern']",False
How to filter and concatenate multiple sql files into one database [closed],440220,ste,418735,7,2022-08-04 11:29:38,-2,92,2,3,True,True,"['sql', 'mysql', 'sql-server', 'parsing', 'postgres']",True
DDD - Recommended practice for validating commands against entity state?,440219,ilitirit,182590,155,2022-08-04 10:25:29,0,76,0,5,True,False,"['domain-driven-design', 'validation']",False
Are repositories async?,440211,Ced,196981,276,2022-08-03 19:56:23,2,324,3,6,True,True,"['domain-driven-design', 'repository', 'repository-pattern']",False
In DDD: is the domain who decides when to persist the data?,440208,Álvaro García,412921,287,2022-08-03 17:32:44,1,377,3,2,False,True,['domain-driven-design'],False
DDD: Service role vs Repository,440207,Big_Boulard,364475,103,2022-08-03 16:46:16,0,122,1,1,False,True,"['domain-driven-design', 'microservices']",False
"In Laravel, how do you handle a resource being managed differently depending on a user role while using policies?",440206,Aridez,340067,119,2022-08-03 16:44:05,0,35,0,5,True,False,"['laravel', 'resources']",False
How does Spring boot and Postgres handle the concurrent updates?,440205,Spring boot progammer,386651,27,2022-08-03 16:24:39,0,395,0,3,True,False,"['java', 'multithreading', 'concurrency', 'postgres', 'spring-boot']",False
Domain Driven Design - Aggregate Root and Nested Aggregate Invariants,440202,danwag,418669,129,2022-08-03 14:20:15,2,356,3,2,False,False,"['c#', 'domain-driven-design', 'asp.net-core']",False
"In a C4 container diagram, should I draw my event message broker or can I define direct relations?",440198,Herr Derb,264141,399,2022-08-03 10:08:26,1,152,1,10,True,True,['diagrams'],False
High level 'implementation' of a use case in a layered/DDD architecture,440194,Patrick Christie,418672,77,2022-08-03 01:58:02,2,174,2,0,False,False,"['domain-driven-design', 'layers', 'backend', 'onion-architecture']",False
Handling a numerical value that may be specific or a range in a REST API,440189,jem473,418661,21,2022-08-02 17:47:27,1,113,1,3,False,True,"['rest', 'api', 'api-design', 'json']",False
"Does it make sense to use ""client sent events"" over HTTP/2?",440183,Archimedes Trajano,42195,691,2022-08-02 14:28:34,0,39,0,2,False,False,"['http', 'https', 'grpc', 'streaming']",False
Difference between API and protocol?,440182,Katie,359458,219,2022-08-02 13:19:37,4,760,2,0,True,False,"['api', 'api-design', 'terminology', 'web-api', 'protocol']",False
multiple products db structure in mssql,440175,cal,418613,17,2022-08-01 21:06:06,-1,76,1,0,False,True,['sql-server'],False
How to share state between microservices,440172,carlo_barth,418600,9,2022-08-01 18:19:40,0,339,1,1,False,False,"['design-patterns', 'microservices', 'state']",False
Saving REST API IDs into a different microservice,440171,persson,418602,123,2022-08-01 18:14:46,2,148,2,3,True,True,"['rest', 'microservices']",False
Does it always take the same amount of time to retrieve the same thing from collection?,440170,link2name,414320,21,2022-08-01 18:10:42,1,230,3,2,False,True,"['javascript', 'performance', 'variables']",False
How can you write unit tests for an opaque/nondeterministic algorithm like Monte Carlo tree search?,440166,Derek Thurn,136491,189,2022-08-01 15:48:45,8,481,3,0,True,False,['unit-testing'],False
"UI/UX design feels like waterfall, What do you think should be the proper process?",440159,Guiom,418586,31,2022-08-01 12:04:40,-1,186,2,4,True,True,"['agile', 'user-experience', 'ui', 'react', 'waterfall']",False
UnsupportedOperationException vs Interface Segregation,440155,Stefan Rendevski,304272,376,2022-08-01 10:45:30,8,2000,4,0,False,True,"['design-patterns', 'object-oriented', 'solid']",False
Should mocks used in unit tests represent entireties or subsets?,440147,pstatix,253431,1037,2022-08-01 02:41:27,0,151,1,1,True,False,"['design', 'java', 'unit-testing']",False
Block structured iteration and recursion,440138,Steve,292095,5600,2022-07-31 11:03:40,-1,191,4,6,False,True,"['programming-languages', 'functional-programming', 'control-structures']",False
Simplifying TryGet methods to execute logic,440130,WDUK,303640,2032,2022-07-30 20:20:40,4,156,3,3,True,True,"['design', 'design-patterns']",False
Multidimensional vs nested arrays,440122,Steve,292095,5600,2022-07-30 11:12:58,4,714,2,4,False,True,"['programming-languages', 'array']",False
Does using primitive types instead of user-defined types reduce dependencies?,440120,maksim_volodin,347810,31,2022-07-30 08:29:50,2,169,2,1,False,True,['code-smell'],False
How can I use data from another remote repository without including it in my repository?,440116,Aditya Tomar,418510,93,2022-07-30 04:31:40,-4,65,2,0,False,False,"['git', 'github', 'repository', 'devops']",False
Android + Kotlin + Hilt: Injecting into static methods classes,440113,Diego Perez,418204,187,2022-07-29 21:42:47,1,181,0,10,False,False,"['dependency-injection', 'android', 'kotlin']",False
"What is the importance of ""this"" pointer in cpp? [closed]",440105,Ali,418489,15,2022-07-29 17:53:51,-3,124,1,7,False,False,"['object-oriented', 'c++']",True
Java OOP Philosophy/Design: Mutable classes,440103,iart,418486,119,2022-07-29 17:11:48,1,95,2,4,False,False,"['design', 'java', 'object-oriented-design', 'philosophy']",False
Is it okay to store ambiguous address information in localStorage?,440101,AttemptedMastery,412645,119,2022-07-29 16:35:00,1,71,2,0,False,False,"['user-experience', 'forms', 'local-storage']",False
Should docs of extended methods include documentation of the base method?,440099,NonoG,418484,21,2022-07-29 16:26:44,1,110,5,2,False,True,"['coding-style', 'documentation', 'source-code']",False
When should one utilize Atomic Operations?,440093,Anon,136084,3495,2022-07-29 09:23:11,3,675,2,2,False,False,"['c++', 'multithreading', 'mutex', 'semaphore', 'atom']",False
Why does linux require that newly added syscalls be supported permanently?,440087,Danila Berezin,418458,29,2022-07-28 16:01:00,1,393,2,17,True,True,"['linux', 'kernel', 'system-architecture']",False
